year,quarter,market,dur_stay,mode,purpose,area,Visits (000s),Spend (£m),Nights (000s),sample
2004,April-June,Other Central & South America,15+  nights,Air,VFR,SCOTLAND,1.193959951,0.403692991,10.74569988,1
2004,April-June,Hong Kong,8-14 nights,Air,Holiday,SCOTLAND,0.267740995,0.078956902,1.392249942,1
2004,April-June,Hong Kong,8-14 nights,Air,Business,SCOTLAND,0.267740995,0.0146845,0.267740995,1
2004,April-June,Hong Kong,8-14 nights,Air,VFR,SCOTLAND,0.208474994,0.027032301,2.084749937,1
2004,April-June,Hong Kong,15+  nights,Air,Business,SCOTLAND,0.746690989,0.449885011,2.392810106,2
2004,April-June,Malaysia,1-3  nights,Air,Business,SCOTLAND,0.259445995,0.055261999,0.259445995,1
2004,April-June,Malaysia,8-14 nights,Air,VFR,SCOTLAND,0.295046002,0,3.245510101,1
2004,April-June,Malaysia,15+  nights,Air,Holiday,SCOTLAND,0.524204016,0.049722901,2.552314043,2
2004,April-June,Thailand,4-7  nights,Air,Holiday,SCOTLAND,0.312204987,0.0451352,0.624409974,1
2004,April-June,Singapore,4-7  nights,Air,Business,SCOTLAND,0.216378003,0.381473988,1.298269987,1
2004,April-June,Singapore,8-14 nights,Air,Holiday,SCOTLAND,0.281911999,0.072065599,1.696589947,1
2004,April-June,Taiwan,4-7  nights,Air,VFR,SCOTLAND,0.425422013,0.065514997,0.850844026,1
2004,April-June,China,4-7  nights,Air,Holiday,SCOTLAND,0.402725995,0.194668993,0.77758199,1
2004,April-June,China,8-14 nights,Air,Holiday,SCOTLAND,0.713365972,0.025851101,0.688682973,1
2004,April-June,China,8-14 nights,Air,VFR,SCOTLAND,0.2245,0,0.898000002,1
2004,April-June,Other Asia,1-3  nights,Air,Holiday,SCOTLAND,1.309859991,1.588870049,3.929589987,1
2004,April-June,Other Asia,4-7  nights,Air,VFR,SCOTLAND,0.312269986,0.160194993,1.561349988,1
2004,April-June,Other Asia,8-14 nights,Air,Holiday,SCOTLAND,0.592499971,0.046672098,2.24161005,1
2004,April-June,Other Asia,15+  nights,Air,Holiday,SCOTLAND,0.426676005,0.0397816,2.560060024,1
2004,April-June,Other Asia,15+  nights,Air,Business,SCOTLAND,0.426676005,0.063462503,0.85335201,1
2004,April-June,Other Asia,15+  nights,Air,VFR,SCOTLAND,0.497565016,0.045430101,2.396149963,2
2004,April-June,Japan,1-3  nights,Air,Business,SCOTLAND,0.281911999,0.285576999,0.563823998,1
2004,April-June,Japan,4-7  nights,Air,Holiday,SCOTLAND,0.604758024,0.075432299,0.954341978,2
2004,April-June,Japan,4-7  nights,Air,Business,SCOTLAND,0.646677971,0.0259919,2.586709976,1
2004,April-June,Japan,8-14 nights,Air,Holiday,SCOTLAND,4.696073055,2.595439367,31.42305541,8
2004,April-June,Australia,4-7  nights,Air,Holiday,SCOTLAND,0.417429,0.2722326,1.879903972,2
2004,April-June,Australia,4-7  nights,Air,Business,SCOTLAND,2.08911404,0.633663997,5.390009791,2
2004,April-June,Australia,4-7  nights,Air,VFR,SCOTLAND,0.408131003,0.216321006,2.938819885,1
2004,April-June,Australia,8-14 nights,Air,Holiday,SCOTLAND,2.23099497,1.323795396,15.24301606,6
2004,April-June,Australia,8-14 nights,Air,Business,SCOTLAND,0.239502996,0.097445697,2.270469904,1
2004,April-June,Australia,8-14 nights,Air,VFR,SCOTLAND,1.169514015,0.521789804,7.817090899,5
2004,April-June,Australia,15+  nights,Air,Holiday,SCOTLAND,1.291283011,1.062076362,16.88720644,5
2004,April-June,Australia,15+  nights,Air,Business,SCOTLAND,0.227224007,0.123470001,3.015690088,1
2004,April-June,Australia,15+  nights,Air,VFR,SCOTLAND,5.281011015,4.94282693,69.45411783,15
2004,April-June,Australia,15+  nights,Air,Study,SCOTLAND,0.618797004,0.097336799,1.237589955,1
2004,April-June,Australia,15+  nights,Air,Miscellaneous,SCOTLAND,0.473055989,0.0137483,1.698979974,2
2004,April-June,Australia,15+  nights,Sea,Holiday,SCOTLAND,5.198748112,0.803179428,17.74331021,3
2004,April-June,Australia,15+  nights,Sea,VFR,SCOTLAND,0.921474993,0.307157993,4.607379913,1
2004,April-June,Australia,15+  nights,Tunnel,Holiday,SCOTLAND,0.510347992,0.452329993,10.26955962,2
2004,April-June,New Zealand,4-7  nights,Air,Holiday,SCOTLAND,0.574875012,0.043624502,0.782304019,2
2004,April-June,New Zealand,4-7  nights,Tunnel,Business,SCOTLAND,0.403892994,0.023826901,0.807785988,1
2004,April-June,New Zealand,8-14 nights,Air,Business,SCOTLAND,0.221726,0.0153642,0.665178001,1
2004,April-June,New Zealand,8-14 nights,Air,VFR,SCOTLAND,0.481773004,0.162086995,3.506250024,2
2004,April-June,New Zealand,8-14 nights,Sea,Holiday,SCOTLAND,1.427099943,0.034064401,1.902570009,1
2004,April-June,New Zealand,15+  nights,Air,Holiday,SCOTLAND,0.598012015,0.1034906,2.547625005,3
2004,April-June,New Zealand,15+  nights,Air,Business,SCOTLAND,0.207429007,0.073948398,1.866860032,1
2004,April-June,New Zealand,15+  nights,Air,VFR,SCOTLAND,0.600200012,0.398304999,6.461030006,2
2004,April-June,United Arab Emirates,1-3  nights,Air,Business,SCOTLAND,1.422643006,0.748508975,1.928889036,2
2004,April-June,United Arab Emirates,1-3  nights,Air,VFR,SCOTLAND,0.201753005,0.143849999,0.605259001,1
2004,April-June,United Arab Emirates,4-7  nights,Air,Holiday,SCOTLAND,0.429212004,0.112883002,2.14605999,1
2004,April-June,United Arab Emirates,4-7  nights,Air,Business,SCOTLAND,0.371434003,0.190546006,2.600039959,1
2004,April-June,United Arab Emirates,4-7  nights,Air,VFR,SCOTLAND,1.16952002,0.307583988,4.678090096,1
2004,April-June,United Arab Emirates,15+  nights,Air,VFR,SCOTLAND,0.277669013,0.142444,5.275710106,1
2004,April-June,Saudi Arabia,4-7  nights,Air,Business,SCOTLAND,0.244234994,0.127687007,0.778955996,1
2004,April-June,Saudi Arabia,4-7  nights,Air,VFR,SCOTLAND,0.214286998,0.324824989,0.206821993,1
2004,April-June,Saudi Arabia,8-14 nights,Air,Holiday,SCOTLAND,0.291115999,0.440459013,4.075620174,1
2004,April-June,Other Middle East,8-14 nights,Air,VFR,SCOTLAND,0.63527298,0.336712196,5.27101016,2
2004,April-June,Other Middle East,15+  nights,Air,Holiday,SCOTLAND,0.97113499,1.182775863,19.90292978,3
2004,April-June,Israel,1-3  nights,Air,Holiday,SCOTLAND,0.319162995,0.165571004,0.951813996,1
2004,April-June,India,4-7  nights,Air,Holiday,SCOTLAND,0.276252002,0.00401643,0.552504003,1
2004,April-June,India,4-7  nights,Air,Business,SCOTLAND,0.462608993,0.234311,1.387830019,1
2004,April-June,India,8-14 nights,Air,Holiday,SCOTLAND,0.256406009,0.054124799,0.759356976,1
2004,April-June,India,15+  nights,Air,Holiday,SCOTLAND,0.531375006,0.02629206,1.535744965,2
2004,April-June,India,15+  nights,Air,Business,SCOTLAND,0.681115001,5.25298908,34.02644843,2
2004,April-June,India,15+  nights,Air,Study,SCOTLAND,0.514725029,2.271480083,35.00130081,1
2004,April-June,Pakistan,4-7  nights,Air,VFR,SCOTLAND,0.406643987,0.134983003,4.985640049,1
2004,April-June,Pakistan,15+  nights,Air,Holiday,SCOTLAND,0.312047005,0.0173497,1.292160034,1
2004,April-June,Pakistan,15+  nights,Air,VFR,SCOTLAND,0.363007993,0.246509001,11.44449997,1
2004,April-June,South Africa,4-7  nights,Air,Business,SCOTLAND,0.904489011,0.121229397,3.167038143,2
2004,April-June,South Africa,4-7  nights,Air,VFR,SCOTLAND,0.482226014,0.054115601,0.482226014,1
2004,April-June,South Africa,8-14 nights,Air,Holiday,SCOTLAND,0.626892984,0.058032099,1.880679965,1
2004,April-June,South Africa,8-14 nights,Air,VFR,SCOTLAND,0.207076997,0.0441074,2.070770025,1
2004,April-June,South Africa,15+  nights,Air,Holiday,SCOTLAND,0.853117019,0.135701302,10.21318984,2
2004,April-June,South Africa,15+  nights,Air,VFR,SCOTLAND,2.614735991,0.576327156,20.7481553,7
2004,April-June,South Africa,15+  nights,Air,Miscellaneous,SCOTLAND,0.418747991,0.056486601,8.793710232,2
2004,April-June,Other Southern Africa,15+  nights,Air,Holiday,SCOTLAND,0.361615002,0,5.424220085,1
2004,April-June,Nigeria,8-14 nights,Air,Business,SCOTLAND,0.270655006,0.155664995,1.082620025,1
2004,April-June,Kenya,4-7  nights,Air,Holiday,SCOTLAND,0.182487994,0.075367503,1.277420044,1
2004,April-June,Other Africa,8-14 nights,Air,Business,SCOTLAND,0.393644005,0.092874803,0.86442697,1
2004,April-June,Other Africa,15+  nights,Air,Business,SCOTLAND,0.560954988,1.74119997,8.975279808,1
2004,April-June,Other Africa,15+  nights,Air,Miscellaneous,SCOTLAND,0.415210009,0.00419238,0.415210009,1
2004,July-September,Belgium,1-3  nights,Air,Business,SCOTLAND,3.096011981,1.460322902,7.212386966,4
2004,July-September,Belgium,4-7  nights,Sea,Holiday,SCOTLAND,0.85373199,0.56606698,6.003530025,1
2004,July-September,Belgium,4-7  nights,Tunnel,Holiday,SCOTLAND,0.856437981,0.561587989,5.16218996,1
2004,July-September,Belgium,8-14 nights,Sea,Holiday,SCOTLAND,5.369167924,2.026494995,65.58332014,5
2004,July-September,Belgium,8-14 nights,Tunnel,Holiday,SCOTLAND,4.439549923,2.795249939,29.59700012,2
2004,July-September,Belgium,15+  nights,Tunnel,VFR,SCOTLAND,0.495202988,0.057660598,9.108599663,1
2004,July-September,France,1-3  nights,Air,VFR,SCOTLAND,2.040689945,0.156724006,5.796520233,1
2004,July-September,France,1-3  nights,Tunnel,Business,SCOTLAND,4.994295955,0.058235701,9.405920029,3
2004,July-September,France,4-7  nights,Air,Holiday,SCOTLAND,6.23266995,3.915260941,35.9112196,4
2004,July-September,France,4-7  nights,Air,Business,SCOTLAND,0.526157975,0.108308002,2.527529955,1
2004,July-September,France,4-7  nights,Sea,VFR,SCOTLAND,2.04163003,0.203514993,2.827510118,1
2004,July-September,France,8-14 nights,Air,Holiday,SCOTLAND,5.921259999,6.548203476,56.23947001,3
2004,July-September,France,8-14 nights,Sea,Holiday,SCOTLAND,4.583816946,8.3595981,54.53809929,3
2004,July-September,France,8-14 nights,Tunnel,Holiday,SCOTLAND,1.030730963,0.030107301,3.550170064,2
2004,July-September,France,15+  nights,Air,Holiday,SCOTLAND,1.806937933,0.890149981,16.23918009,2
2004,July-September,France,15+  nights,Sea,Holiday,SCOTLAND,10.62998986,2.457319696,147.6063004,6
2004,July-September,France,15+  nights,Tunnel,Holiday,SCOTLAND,0.483844995,0.610180974,9.67689991,1
2004,July-September,France,15+  nights,Tunnel,Miscellaneous,SCOTLAND,0.510733008,0.008937,0.502195001,1
2004,July-September,Germany,1-3  nights,Air,Holiday,SCOTLAND,2.011209965,1.032920003,5.845389843,1
2004,July-September,Germany,1-3  nights,Air,Business,SCOTLAND,9.45826596,2.209190484,12.4838438,8
2004,July-September,Germany,1-3  nights,Air,VFR,SCOTLAND,1.890550017,0.421884,3.956619978,1
2004,July-September,Germany,1-3  nights,Sea,Miscellaneous,SCOTLAND,0.834230006,0.155587003,1.668460011,1
2004,July-September,Germany,4-7  nights,Air,Holiday,SCOTLAND,9.72203505,3.457008958,60.53193998,5
2004,July-September,Germany,4-7  nights,Air,Business,SCOTLAND,1.113828987,1.417715043,5.130609989,2
2004,July-September,Germany,4-7  nights,Air,VFR,SCOTLAND,3.878700018,2.826889992,24.35249996,2
2004,July-September,Germany,4-7  nights,Sea,Holiday,SCOTLAND,14.23565239,6.122694097,83.62946081,17
2004,July-September,Germany,4-7  nights,Sea,Business,SCOTLAND,1.738448024,0.567540988,9.578370333,2
2004,July-September,Germany,8-14 nights,Air,Holiday,SCOTLAND,18.82871616,11.22976518,195.3757505,10
2004,July-September,Germany,8-14 nights,Air,Business,SCOTLAND,1.29618001,0.472252011,12.90340042,1
2004,July-September,Germany,8-14 nights,Air,VFR,SCOTLAND,5.3419801,2.543651015,64.09119797,3
2004,July-September,Germany,8-14 nights,Air,Study,SCOTLAND,2.584942043,2.740262032,36.76879978,2
2004,July-September,Germany,8-14 nights,Air,Miscellaneous,SCOTLAND,1.110024005,0.401395991,7.021113038,2
2004,July-September,Germany,8-14 nights,Sea,Holiday,SCOTLAND,8.699106038,4.796235256,82.17892122,10
2004,July-September,Germany,8-14 nights,Tunnel,Holiday,SCOTLAND,0.506789982,0,3.247960091,1
2004,July-September,Germany,8-14 nights,Tunnel,Business,SCOTLAND,0.476117998,0.063998401,1.904469967,1
2004,July-September,Germany,15+  nights,Air,Holiday,SCOTLAND,10.22322285,5.114172935,170.9550018,6
2004,July-September,Germany,15+  nights,Air,VFR,SCOTLAND,2.024576962,0.465133298,20.52775264,3
2004,July-September,Germany,15+  nights,Sea,Holiday,SCOTLAND,6.511206031,3.178457066,115.2657886,6
2004,July-September,Germany,15+  nights,Sea,VFR,SCOTLAND,0.588846028,0,4.121920109,1
2004,July-September,Italy,1-3  nights,Air,Holiday,SCOTLAND,1.756479979,0.887721002,6.83039999,1
2004,July-September,Italy,1-3  nights,Air,Business,SCOTLAND,0.457001001,0.392540008,1.272840023,1
2004,July-September,Italy,4-7  nights,Air,Holiday,SCOTLAND,0.719303012,0.48131001,6.526669979,1
2004,July-September,Italy,4-7  nights,Sea,Holiday,SCOTLAND,8.678359985,1.443341009,48.59872127,4
2004,July-September,Italy,8-14 nights,Air,Holiday,SCOTLAND,12.9758091,6.864051916,140.2471631,7
2004,July-September,Italy,8-14 nights,Air,VFR,SCOTLAND,0.726453006,0,9.695420265,1
2004,July-September,Italy,8-14 nights,Air,Study,SCOTLAND,3.679560065,2.746206045,49.77370071,4
2004,July-September,Italy,8-14 nights,Sea,Holiday,SCOTLAND,4.339179993,0.845890999,28.51479912,2
2004,July-September,Italy,15+  nights,Air,Holiday,SCOTLAND,2.363846004,1.111402035,51.98889923,2
2004,July-September,Italy,15+  nights,Air,VFR,SCOTLAND,6.9303298,0.641299009,33.03350067,1
2004,July-September,Italy,15+  nights,Sea,Holiday,SCOTLAND,3.525490046,0.668961018,32.62150002,2
2004,July-September,Netherlands,1-3  nights,Air,Holiday,SCOTLAND,2.936849952,0.771943003,8.699580193,2
2004,July-September,Netherlands,1-3  nights,Air,Business,SCOTLAND,5.726832956,1.369188011,10.90812257,4
2004,July-September,Netherlands,1-3  nights,Air,Miscellaneous,SCOTLAND,1.112800002,0.070106499,1.112800002,1
2004,July-September,Netherlands,1-3  nights,Sea,Holiday,SCOTLAND,0.849552989,0.075665899,1.710970044,1
2004,July-September,Netherlands,4-7  nights,Air,Holiday,SCOTLAND,2.517039955,1.101282984,13.86312008,2
2004,July-September,Netherlands,4-7  nights,Air,VFR,SCOTLAND,1.758489966,0.258578002,10.52050018,1
2004,July-September,Netherlands,4-7  nights,Air,Study,SCOTLAND,1.112800002,1.260800004,6.676809788,1
2004,July-September,Netherlands,4-7  nights,Sea,Holiday,SCOTLAND,4.112500966,1.876919985,25.65269947,5
2004,July-September,Netherlands,4-7  nights,Sea,Miscellaneous,SCOTLAND,0.894226015,0.807115972,3.576900005,1
2004,July-September,Netherlands,4-7  nights,Tunnel,Holiday,SCOTLAND,0.852245986,0.080973901,0.858196974,1
2004,July-September,Netherlands,8-14 nights,Air,Holiday,SCOTLAND,2.936849952,1.955341935,39.46530056,2
2004,July-September,Netherlands,8-14 nights,Sea,Holiday,SCOTLAND,5.056845963,2.333531357,53.45877934,6
2004,July-September,Netherlands,15+  nights,Air,Holiday,SCOTLAND,1.147189975,1.04290998,21.52210045,1
2004,July-September,Netherlands,15+  nights,Sea,Holiday,SCOTLAND,11.55803293,6.652903013,184.3667102,14
2004,July-September,Netherlands,15+  nights,Sea,VFR,SCOTLAND,0.90109098,0.125218004,6.295919895,1
2004,July-September,Denmark,4-7  nights,Air,Miscellaneous,SCOTLAND,1.874899983,2.562449932,13.1243,1
2004,July-September,Denmark,8-14 nights,Air,Holiday,SCOTLAND,3.826190114,1.264230013,20.94023991,2
2004,July-September,Denmark,8-14 nights,Air,VFR,SCOTLAND,0.448733002,0.156738997,4.66106987,1
2004,July-September,Denmark,8-14 nights,Sea,Holiday,SCOTLAND,1.460896969,0.402485996,8.765380144,2
2004,July-September,Denmark,15+  nights,Sea,Holiday,SCOTLAND,0.59207499,0.157342002,6.631239891,1
2004,July-September,Greece,4-7  nights,Air,Business,SCOTLAND,0.511107981,0.670063019,2.555540085,1
2004,July-September,Greece,8-14 nights,Air,Holiday,SCOTLAND,0.535898983,0.238055006,2.331899881,1
2004,July-September,Greece,15+  nights,Air,Holiday,SCOTLAND,1.239109993,0.345378011,44.21310043,1
2004,July-September,Greece,15+  nights,Air,VFR,SCOTLAND,0.670642972,0.163766995,17.91189957,1
2004,July-September,Spain,1-3  nights,Air,Holiday,SCOTLAND,2.788890004,1.396983027,8.597640038,2
2004,July-September,Spain,1-3  nights,Air,Business,SCOTLAND,0.833151996,0.203264102,1.614645004,2
2004,July-September,Spain,1-3  nights,Air,VFR,SCOTLAND,1.954418957,0.339178704,4.730439901,2
2004,July-September,Spain,1-3  nights,Air,Miscellaneous,SCOTLAND,0.971484005,0.061203498,0.971484005,1
2004,July-September,Spain,4-7  nights,Air,Holiday,SCOTLAND,8.339436889,4.029245973,54.11479998,4
2004,July-September,Spain,4-7  nights,Air,Business,SCOTLAND,0.442207992,0.282305986,1.768829942,1
2004,July-September,Spain,4-7  nights,Air,VFR,SCOTLAND,5.333740115,2.556639344,29.04227114,4
2004,July-September,Spain,8-14 nights,Air,Holiday,SCOTLAND,15.71854407,7.777218208,115.6058006,11
2004,July-September,Spain,8-14 nights,Air,VFR,SCOTLAND,1.34089005,1.330070019,13.95730019,1
2004,July-September,Spain,8-14 nights,Air,Miscellaneous,SCOTLAND,1.046650052,0.175835997,2.093290091,1
2004,July-September,Spain,8-14 nights,Sea,VFR,SCOTLAND,2.29531002,0.144816995,11.47649956,1
2004,July-September,Spain,15+  nights,Air,Holiday,SCOTLAND,1.944194973,1.562174022,24.13840008,2
2004,July-September,Spain,15+  nights,Air,Business,SCOTLAND,4.969110012,2.598540068,136.8801003,2
2004,July-September,Spain,15+  nights,Air,VFR,SCOTLAND,3.432740092,0.363701999,83.49130058,2
2004,July-September,Spain,15+  nights,Sea,Study,SCOTLAND,1.877979994,3.825500011,206.5769958,1
2004,July-September,Portugal,1-3  nights,Air,Business,SCOTLAND,1.770740032,0.802142978,3.541470051,1
2004,July-September,Portugal,4-7  nights,Air,Holiday,SCOTLAND,0.446859002,0.072466202,0.893718004,1
2004,July-September,Portugal,4-7  nights,Air,Business,SCOTLAND,1.848676056,1.779220514,12.83608985,4
2004,July-September,Portugal,4-7  nights,Air,VFR,SCOTLAND,2.09416008,0.56952399,19.83989906,1
2004,July-September,Portugal,8-14 nights,Air,Holiday,SCOTLAND,2.228103042,1.373556048,28.78988028,2
2004,July-September,Portugal,8-14 nights,Air,Business,SCOTLAND,1.146289945,0,5.301340103,1
2004,July-September,Austria,1-3  nights,Air,Business,SCOTLAND,0.984547973,1.003399968,2.857009888,1
2004,July-September,Austria,1-3  nights,Air,VFR,SCOTLAND,0.434132993,0.032441199,0.453213006,1
2004,July-September,Austria,4-7  nights,Air,Holiday,SCOTLAND,2.340414912,1.124625206,14.87460977,2
2004,July-September,Austria,4-7  nights,Air,Miscellaneous,SCOTLAND,0.266903996,0.195166007,1.334519982,1
2004,July-September,Austria,4-7  nights,Sea,Holiday,SCOTLAND,2.461659908,0.913995028,12.30830002,3
2004,July-September,Austria,8-14 nights,Air,Holiday,SCOTLAND,4.47444284,4.074873999,48.25861025,3
2004,July-September,Sweden,1-3  nights,Air,Holiday,SCOTLAND,1.219769955,0.206121996,2.425519943,1
2004,July-September,Sweden,1-3  nights,Air,Business,SCOTLAND,0.636834025,0.186655998,0.735072017,1
2004,July-September,Sweden,4-7  nights,Air,Holiday,SCOTLAND,2.604020119,1.831459999,18.22820091,1
2004,July-September,Sweden,4-7  nights,Air,Business,SCOTLAND,0.776525974,0.580592997,3.300490022,2
2004,July-September,Sweden,4-7  nights,Air,VFR,SCOTLAND,1.318120003,0.366237015,9.94890976,1
2004,July-September,Sweden,8-14 nights,Air,Holiday,SCOTLAND,5.013871074,2.032946065,28.39399958,3
2004,July-September,Sweden,15+  nights,Air,Holiday,SCOTLAND,3.964760065,0.225214005,19.7098999,1
2004,July-September,Finland,4-7  nights,Air,Holiday,SCOTLAND,0.757182002,0,3.028729916,1
2004,July-September,Finland,4-7  nights,Tunnel,Holiday,SCOTLAND,0.424347013,0.033955,0.848694026,1
2004,July-September,Finland,8-14 nights,Air,Holiday,SCOTLAND,2.071226954,0.623003185,25.02288914,2
2004,July-September,Irish Republic,1-3  nights,Air,Holiday,SCOTLAND,3.279540062,0.95649901,11.32565975,2
2004,July-September,Irish Republic,1-3  nights,Air,VFR,SCOTLAND,6.360950112,2.336173013,17.37420988,4
2004,July-September,Irish Republic,1-3  nights,Air,Miscellaneous,SCOTLAND,3.744579911,0.771001995,3.561740041,2
2004,July-September,Irish Republic,4-7  nights,Air,Holiday,SCOTLAND,6.559080124,4.201770008,47.19033909,4
2004,July-September,Irish Republic,4-7  nights,Air,Business,SCOTLAND,1.440440059,1.109140038,7.202189922,1
2004,July-September,Irish Republic,4-7  nights,Air,VFR,SCOTLAND,7.07381022,1.715422988,27.35452986,4
2004,July-September,Irish Republic,4-7  nights,Air,Miscellaneous,SCOTLAND,1.769459963,1.590549946,6.732260227,1
2004,July-September,Irish Republic,8-14 nights,Air,Holiday,SCOTLAND,1.639770031,1.26730001,18.87610054,1
2004,July-September,Irish Republic,8-14 nights,Air,VFR,SCOTLAND,3.165600061,0.893379986,37.71410084,2
2004,July-September,Irish Republic,15+  nights,Air,Miscellaneous,SCOTLAND,1.769459963,7.686200142,175.0390015,1
2004,July-September,Switzerland,1-3  nights,Air,Holiday,SCOTLAND,1.381440043,0.379159003,2.822079897,1
2004,July-September,Switzerland,1-3  nights,Air,Business,SCOTLAND,1.852234066,0.677931585,4.990810037,2
2004,July-September,Switzerland,4-7  nights,Air,Holiday,SCOTLAND,4.842792034,1.316137969,34.62582016,3
2004,July-September,Switzerland,4-7  nights,Air,Business,SCOTLAND,0.511767983,0.0594244,2.57652998,1
2004,July-September,Switzerland,4-7  nights,Air,VFR,SCOTLAND,1.117329955,0.516485989,4.445980072,1
2004,July-September,Switzerland,4-7  nights,Sea,Holiday,SCOTLAND,1.673287988,0.317073405,8.366439819,2
2004,July-September,Switzerland,8-14 nights,Air,Holiday,SCOTLAND,5.208880067,2.746299058,68.14669991,3
2004,July-September,Switzerland,8-14 nights,Air,VFR,SCOTLAND,1.117329955,0.683813989,10.00349998,1
2004,July-September,Switzerland,8-14 nights,Sea,Holiday,SCOTLAND,2.509931982,0.686131708,15.72890997,3
2004,July-September,Switzerland,15+  nights,Air,Holiday,SCOTLAND,2.37244603,1.908367991,58.61639977,2
2004,July-September,Switzerland,15+  nights,Sea,Holiday,SCOTLAND,0.867995977,0.589754999,25.1718998,1
2004,July-September,Switzerland,15+  nights,Sea,VFR,SCOTLAND,0.600391984,0.303783,11.40740013,1
2004,July-September,Norway,1-3  nights,Air,VFR,SCOTLAND,1.570389986,0.186920002,3.256180048,1
2004,July-September,Norway,4-7  nights,Air,Holiday,SCOTLAND,0.90418601,0.242771,2.455189943,1
2004,July-September,Norway,4-7  nights,Air,Miscellaneous,SCOTLAND,0.56931603,0.187863007,3.985209942,1
2004,July-September,Norway,4-7  nights,Sea,Holiday,SCOTLAND,4.944514036,1.963451013,23.89848995,6
2004,July-September,Norway,8-14 nights,Sea,Holiday,SCOTLAND,1.721441031,0.849719971,12.50646019,2
2004,July-September,Norway,15+  nights,Sea,Holiday,SCOTLAND,0.89735502,0.514918029,5.089690208,1
2004,July-September,Norway,15+  nights,Sea,VFR,SCOTLAND,0.82408601,0.602133989,13.18540001,1
2004,July-September,Iceland,15+  nights,Air,Holiday,SCOTLAND,0.468230009,0.115493998,4.171609879,1
2004,July-September,Czech Republic,4-7  nights,Air,VFR,SCOTLAND,2.179009914,0.649501026,12.28409958,1
2004,July-September,Czech Republic,8-14 nights,Sea,Holiday,SCOTLAND,2.099280119,0.315219998,17.63389969,1
2004,July-September,Czech Republic,8-14 nights,Tunnel,Business,SCOTLAND,2.131580114,0.128013998,6.394740105,1
2004,July-September,Czech Republic,15+  nights,Air,Holiday,SCOTLAND,2.395610094,7.405859947,115.7699966,1
2004,July-September,Poland,1-3  nights,Sea,Business,SCOTLAND,2.699069977,0,2.699069977,1
2004,July-September,Poland,4-7  nights,Air,Holiday,SCOTLAND,1.385689974,0.182414994,7.88684988,1
2004,July-September,Poland,4-7  nights,Air,Business,SCOTLAND,1.019578964,0.926642682,4.884533793,2
2004,July-September,Poland,4-7  nights,Sea,Holiday,SCOTLAND,3.109479904,1.504760027,20.27120018,1
2004,July-September,Poland,8-14 nights,Air,Holiday,SCOTLAND,3.957961977,3.023161054,37.64135075,3
2004,July-September,Poland,8-14 nights,Sea,VFR,SCOTLAND,2.772049904,0.108562998,19.03019905,1
2004,July-September,Poland,8-14 nights,Sea,Miscellaneous,SCOTLAND,3.453720093,1.063619971,72.23179626,1
2004,July-September,Poland,15+  nights,Air,Holiday,SCOTLAND,4.259160042,1.87569797,222.2154007,2
2004,July-September,Poland,15+  nights,Sea,Study,SCOTLAND,2.699069977,1.512879968,37.78699875,1
2004,July-September,Hungary,4-7  nights,Air,Holiday,SCOTLAND,0.786598027,0.167545006,4.719590187,1
2004,July-September,Hungary,8-14 nights,Tunnel,Holiday,SCOTLAND,2.131580114,0.133347005,8.526320457,1
2004,July-September,Hungary,8-14 nights,Tunnel,Business,SCOTLAND,2.516249895,0.180167004,9.834289551,1
2004,July-September,Hungary,15+  nights,Air,Business,SCOTLAND,2.098459959,3.20114994,40.59400177,1
2004,July-September,Russia,1-3  nights,Air,Holiday,SCOTLAND,1.937680006,0,3.667439938,1
2004,July-September,Russia,1-3  nights,Air,VFR,SCOTLAND,2.210789919,0.443269014,4.311759949,1
2004,July-September,Russia,4-7  nights,Air,Holiday,SCOTLAND,2.189069986,4.525849819,14.50139999,1
2004,July-September,Russia,4-7  nights,Air,Business,SCOTLAND,2.812792003,0.481943995,13.36880541,3
2004,July-September,Russia,4-7  nights,Air,VFR,SCOTLAND,1.417140007,4.417069912,6.909699917,1
2004,July-September,Russia,4-7  nights,Tunnel,Business,SCOTLAND,0.483756006,0.048402201,2.418780088,1
2004,July-September,Russia,8-14 nights,Air,Holiday,SCOTLAND,0.571183026,0.310909003,1.903939962,1
2004,July-September,Russia,8-14 nights,Air,Business,SCOTLAND,0.744122028,0.986523986,5.296730042,1
2004,July-September,Russia,15+  nights,Air,Holiday,SCOTLAND,1.477995038,1.836373921,25.53533936,2
2004,July-September,Russia,15+  nights,Air,Study,SCOTLAND,0.705507994,0.622173011,15.75409985,1
2004,July-September,Other Western Europe,4-7  nights,Air,Holiday,SCOTLAND,3.405179858,1.32090202,23.83622932,3
2004,July-September,Other Western Europe,4-7  nights,Air,VFR,SCOTLAND,0.495492011,1.466930032,3.386110067,1
2004,July-September,Other Western Europe,8-14 nights,Air,Holiday,SCOTLAND,0.472447991,0.059700601,1.039389968,1
2004,July-September,Other Western Europe,15+  nights,Air,Holiday,SCOTLAND,1.353776038,0.963674992,25.2634697,2
2004,July-September,Other Western Europe,15+  nights,Air,VFR,SCOTLAND,2.937280059,2.513948932,100.7060013,2
2004,July-September,Other Eastern Europe,4-7  nights,Air,Holiday,SCOTLAND,2.294585019,0.860001899,9.749950469,2
2004,July-September,Other Eastern Europe,8-14 nights,Air,Holiday,SCOTLAND,0.536110997,0.076072298,1.479150057,1
